nombre,semestre,documento,correo,seccional
 Valentina  Garrido  Ortega,2,2828926616,.valentina..garrido..ortega0251@udea.edu.co,Sede Norte
 Laura  Gil  Fernández,2,6624057032,.laura..gil..fernández0252@udea.edu.co,Ciudad Universitaria
 Diego  Gómez  Delgado,2,1914636197,.diego..gómez..delgado0253@udea.edu.co,Sede Distrito Minero
 Valeria  Molina  Aguilar,2,0837648238,.valeria..molina..aguilar0254@udea.edu.co,Seccional Urabá
 Fernanda  González  Miranda,2,6495084309,.fernanda..gonzález..miranda0255@udea.edu.co,Sede Distrito Minero
 Clara  Ríos  Ortega,2,8024672229,.clara..ríos..ortega0256@udea.edu.co,Seccional Urabá
 Sara  Ortiz  Martínez,2,7719643128,.sara..ortiz..martínez0257@udea.edu.co,Sede Norte
 Javier  Arias  Herrera,2,8637236652,.javier..arias..herrera0258@udea.edu.co,Seccional Suroeste
 Tomás  Rivas  Soler,2,5518682432,.tomás..rivas..soler0259@udea.edu.co,Seccional Urabá
 Martín  Hidalgo  Iglesias,2,1089623720,.martín..hidalgo..iglesias0260@udea.edu.co,Seccional Magdalena Medio
 Daniela  Gómez  Abad,2,7734526333,.daniela..gómez..abad0261@udea.edu.co,Seccional Magdalena Medio
 Elena  Carmona  Bravo,2,3704132289,.elena..carmona..bravo0262@udea.edu.co,Seccional Urabá
 Lucía  Medina  Gómez,2,8845420998,.lucía..medina..gómez0263@udea.edu.co,Seccional Magdalena Medio
 Lucas  Lucas  Reyes,2,5417887397,.lucas..lucas..reyes0264@udea.edu.co,Sede Norte
 Sara  Ramos  Gómez,2,9654216182,.sara..ramos..gómez0265@udea.edu.co,Sede Sonsón
﻿Nombre  Santana  Cabello,2,7417086494,﻿nombre..santana..cabello0266@udea.edu.co,Seccional Occidente
 Pablo  Carmona  Soto,2,9157835168,.pablo..carmona..soto0267@udea.edu.co,Seccional Suroeste
 Tomás  Llorente  Delgado,2,2953947160,.tomás..llorente..delgado0268@udea.edu.co,Sede Sonsón
 Lucas  Robles  Herrero,2,6020012664,.lucas..robles..herrero0269@udea.edu.co,Seccional Magdalena Medio
 Manuel  Suárez  Cervantes,3,9199674350,.manuel..suárez..cervantes0270@udea.edu.co,Seccional Occidente
 Francisco  Domínguez  Vidal,3,7711400206,.francisco..domínguez..vidal0271@udea.edu.co,Seccional Urabá
 Paula ﻿Apellidos  Ortega,3,4208544071,.paula.﻿apellidos..ortega0272@udea.edu.co,Sede Sonsón
 Felipe  Martínez  Ortiz,3,3006841960,.felipe..martínez..ortiz0273@udea.edu.co,Seccional Bajo Cauca
 Daniela  Nieto  Ortiz,3,6008145513,.daniela..nieto..ortiz0274@udea.edu.co,Seccional Urabá
 Cristóbal  Bravo  Morales,3,0568610463,.cristóbal..bravo..morales0275@udea.edu.co,Seccional Suroeste
 Samantha  Ramos  Iglesias,3,3283538358,.samantha..ramos..iglesias0276@udea.edu.co,Sede Norte
 Isabella  Soler  Carretero,3,4334670589,.isabella..soler..carretero0277@udea.edu.co,Sede Nordeste
 Valeria  Nieto  Muñoz,3,8666917779,.valeria..nieto..muñoz0278@udea.edu.co,Seccional Oriente
 Alejandro  Rivas  Hidalgo,3,8388827311,.alejandro..rivas..hidalgo0279@udea.edu.co,Sede Norte
 Antonella  Cabello  Ortega,3,0665612083,.antonella..cabello..ortega0280@udea.edu.co,Seccional Suroeste
 Cristóbal  Prieto  Ortega,3,3201167740,.cristóbal..prieto..ortega0281@udea.edu.co,Sede Nordeste
 Daniela  Rubio  Guerrero,3,1588899690,.daniela..rubio..guerrero0282@udea.edu.co,Sede Sonsón
 Ricardo  Linares  Guerrero,3,1522430209,.ricardo..linares..guerrero0283@udea.edu.co,Sede Distrito Minero
 Valentina  Cordero  Gutiérrez,3,4943421703,.valentina..cordero..gutiérrez0284@udea.edu.co,Seccional Urabá
 Sofia  Cabrera  Martínez,3,0726585231,.sofia..cabrera..martínez0285@udea.edu.co,Sede Sonsón
 Tomás  Sánchez  Abad,3,1889281183,.tomás..sánchez..abad0286@udea.edu.co,Seccional Bajo Cauca
 Cristóbal  Pastor  Vicente,3,4819082166,.cristóbal..pastor..vicente0287@udea.edu.co,Sede Sonsón
 Gabriela  Oliva  Suárez,3,1717815373,.gabriela..oliva..suárez0288@udea.edu.co,Seccional Urabá
 Elena  Ramos  Varela,3,8315737629,.elena..ramos..varela0289@udea.edu.co,Sede Norte
 Valentina  Molina  Lucas,3,2499879871,.valentina..molina..lucas0290@udea.edu.co,Ciudad Universitaria
 Benjamín  Oliva  Aguilar,3,6374101705,.benjamín..oliva..aguilar0291@udea.edu.co,Seccional Bajo Cauca
 Andrea  Díaz  Vargas,3,5080689811,.andrea..díaz..vargas0292@udea.edu.co,Sede Nordeste
 Adriana  Ruiz  Alonso,3,9226151867,.adriana..ruiz..alonso0293@udea.edu.co,Seccional Urabá
 Sebastián  Medina  Cabrera,3,5977980574,.sebastián..medina..cabrera0294@udea.edu.co,Sede Norte
 Emilio  Vicente  Suárez,3,3843120332,.emilio..vicente..suárez0295@udea.edu.co,Sede Nordeste
 Sebastián  Vidal  Correa,3,1935890871,.sebastián..vidal..correa0296@udea.edu.co,Seccional Occidente
 José  Ruiz  Morales,3,5215281484,.josé..ruiz..morales0297@udea.edu.co,Seccional Oriente
 Camila  Álvarez  Suárez,3,6337131558,.camila..álvarez..suárez0298@udea.edu.co,Sede Sonsón
 Catalina  Arias  Vicente,3,0130919505,.catalina..arias..vicente0299@udea.edu.co,Sede Norte
 Carolina  Guerrero  Moya,3,2110821058,.carolina..guerrero..moya0300@udea.edu.co,Sede Sonsón
 Alejandro  Moreno  Suárez,3,5931378384,.alejandro..moreno..suárez0301@udea.edu.co,Seccional Urabá
 Alejandro  Gallego  Ortega,3,0187775553,.alejandro..gallego..ortega0302@udea.edu.co,Seccional Magdalena Medio
 Manuel  Vicente  Rubio,3,7693250098,.manuel..vicente..rubio0303@udea.edu.co,Seccional Suroeste
 Isabella  Moreno  Guerrero,3,6903279162,.isabella..moreno..guerrero0304@udea.edu.co,Ciudad Universitaria
 Adriana  Gil  Pérez,3,4383491133,.adriana..gil..pérez0305@udea.edu.co,Seccional Oriente
 Mariana  Navarro  Domínguez,3,8707726665,.mariana..navarro..domínguez0306@udea.edu.co,Sede Norte
 Laura  Álvarez  Gil,3,8454593362,.laura..álvarez..gil0307@udea.edu.co,Seccional Occidente
 Gabriela  Marín  Cabello,3,3033206330,.gabriela..marín..cabello0308@udea.edu.co,Sede Nordeste
 Isabel  Ochoa  Reyes,3,8886872000,.isabel..ochoa..reyes0309@udea.edu.co,Seccional Bajo Cauca
 Daniel  Hidalgo  Molina,3,8630409037,.daniel..hidalgo..molina0310@udea.edu.co,Sede Sonsón
 Christian  Reyes  Romero,3,5322145115,.christian..reyes..romero0311@udea.edu.co,Seccional Oriente
 Mateo  Cabrera  González,3,9588615827,.mateo..cabrera..gonzález0312@udea.edu.co,Sede Norte
 Alejandro  Herrero  Nieto,3,5210173110,.alejandro..herrero..nieto0313@udea.edu.co,Seccional Occidente
 Nicolás  Cabrera  Garrido,3,1805901793,.nicolás..cabrera..garrido0314@udea.edu.co,Seccional Bajo Cauca
 Elizabeth  Pérez  Cervantes,3,7277743646,.elizabeth..pérez..cervantes0315@udea.edu.co,Seccional Bajo Cauca
 Esteban  Ramírez  Medina,3,9676432273,.esteban..ramírez..medina0316@udea.edu.co,Sede Norte
 Antonia  Ortega  Pérez,3,9325880174,.antonia..ortega..pérez0317@udea.edu.co,Seccional Occidente
 Alejandra  Cordero  Rodríguez,3,2230590837,.alejandra..cordero..rodríguez0318@udea.edu.co,Seccional Oriente
 Jimena  García  Martínez,3,3699211360,.jimena..garcía..martínez0319@udea.edu.co,Sede Nordeste
 Emma  Molina  Soto,3,6077195920,.emma..molina..soto0320@udea.edu.co,Seccional Magdalena Medio
 Mateo  Linares  Guerrero,3,2738557024,.mateo..linares..guerrero0321@udea.edu.co,Sede Distrito Minero
 Carolina  Suárez  Ramos,3,7230154037,.carolina..suárez..ramos0322@udea.edu.co,Seccional Bajo Cauca
 Tomás  Aguilar  Oliva,3,1633804775,.tomás..aguilar..oliva0323@udea.edu.co,Seccional Occidente
 Samuel  Torres  Vega,3,1280507841,.samuel..torres..vega0324@udea.edu.co,Seccional Magdalena Medio
 Antonia  Garrido  Alonso,3,3290118981,.antonia..garrido..alonso0325@udea.edu.co,Seccional Bajo Cauca
 Emily  Medina  Pérez,3,0951233010,.emily..medina..pérez0326@udea.edu.co,Seccional Urabá
 Pablo  Sánchez  Molina,3,9014697441,.pablo..sánchez..molina0327@udea.edu.co,Sede Distrito Minero
 Pablo  Torres  Suárez,3,5961390893,.pablo..torres..suárez0328@udea.edu.co,Seccional Suroeste
 Andrés  Cabrera  Vidal,3,5937084103,.andrés..cabrera..vidal0329@udea.edu.co,Seccional Urabá
 Matías ﻿Apellidos  Carmona,3,4738434692,.matías.﻿apellidos..carmona0330@udea.edu.co,Sede Norte
 Juliana  Santana  Gil,3,3605138767,.juliana..santana..gil0331@udea.edu.co,Seccional Suroeste
 Catalina  Herrero  Ferrer,3,0187939747,.catalina..herrero..ferrer0332@udea.edu.co,Sede Nordeste
 Ángel  Iglesias  Vázquez,3,1307853177,.ángel..iglesias..vázquez0333@udea.edu.co,Sede Sonsón
 Natalia  Guerrero  Aguilar,3,6749882085,.natalia..guerrero..aguilar0334@udea.edu.co,Seccional Suroeste
 Jimena  Casado  Vega,3,2653143706,.jimena..casado..vega0335@udea.edu.co,Sede Norte
 Mateo  Bravo  Calvo,3,9464200544,.mateo..bravo..calvo0336@udea.edu.co,Sede Distrito Minero
 Eduardo  Molina  Guerrero,3,7777184807,.eduardo..molina..guerrero0337@udea.edu.co,Sede Distrito Minero
 Sofia  Peralta  Molina,3,6329651993,.sofia..peralta..molina0338@udea.edu.co,Sede Norte
 Catalina  Rubio  Bravo,3,7900124503,.catalina..rubio..bravo0339@udea.edu.co,Seccional Oriente
 Leonardo  Díaz  Moya,3,4850191007,.leonardo..díaz..moya0340@udea.edu.co,Sede Nordeste
 Emilio  Bravo  Pérez,3,3576383714,.emilio..bravo..pérez0341@udea.edu.co,Sede Norte
 Andrés  Álvarez  Pastor,3,7291550355,.andrés..álvarez..pastor0342@udea.edu.co,Sede Nordeste
 Emily  Pascual  Carretero,3,9074872357,.emily..pascual..carretero0343@udea.edu.co,Ciudad Universitaria
 Andrés  Ramos  Cruz,3,1616814482,.andrés..ramos..cruz0344@udea.edu.co,Sede Nordeste
 María  Vidal  Guerrero,3,6408093685,.maría..vidal..guerrero0345@udea.edu.co,Sede Sonsón
 Lucas  Pérez  Cabello,3,4022972797,.lucas..pérez..cabello0346@udea.edu.co,Sede Norte
 Simón  Benítez  Navarro,3,3038198453,.simón..benítez..navarro0347@udea.edu.co,Seccional Occidente
 Mateo  Molina  Vázquez,3,6851451735,.mateo..molina..vázquez0348@udea.edu.co,Seccional Occidente
 Catalina ﻿Apellidos  Ferrer,3,5704916493,.catalina.﻿apellidos..ferrer0349@udea.edu.co,Ciudad Universitaria
 Emma  Romero  Varela,3,6178217141,.emma..romero..varela0350@udea.edu.co,Seccional Suroeste
 Valentina  Aguilar  Guerra,3,3942608073,.valentina..aguilar..guerra0351@udea.edu.co,Sede Norte
 Simón  Ríos  Mesa,3,8485670404,.simón..ríos..mesa0352@udea.edu.co,Sede Sonsón
 Sebastián  Muñoz  Gil,3,5437444353,.sebastián..muñoz..gil0353@udea.edu.co,Seccional Occidente
 Sebastián  Ortiz  Abad,3,7322925738,.sebastián..ortiz..abad0354@udea.edu.co,Sede Distrito Minero
 David  Oliva  Molina,3,7350650841,.david..oliva..molina0355@udea.edu.co,Seccional Oriente
 Camila  Álvarez  Miranda,3,3704350165,.camila..álvarez..miranda0356@udea.edu.co,Sede Norte
 Tomás  Abad  Suárez,3,2957075412,.tomás..abad..suárez0357@udea.edu.co,Seccional Suroeste
 Juan José  Nieto  Castro,3,0769362675,.juan.josé..nieto..castro0358@udea.edu.co,Sede Distrito Minero
 Pablo  García  Cruz,3,0722704647,.pablo..garcía..cruz0359@udea.edu.co,Sede Sonsón
 Elizabeth  Cabello  Santana,3,7591825209,.elizabeth..cabello..santana0360@udea.edu.co,Sede Nordeste
 Mateo  Ramos  Miranda,3,8798328611,.mateo..ramos..miranda0361@udea.edu.co,Ciudad Universitaria
 Simón  Bravo  López,3,2232311114,.simón..bravo..lópez0362@udea.edu.co,Seccional Magdalena Medio
 Juan  Varela  Herrera,3,9582679749,.juan..varela..herrera0363@udea.edu.co,Seccional Bajo Cauca
﻿Nombre  Morales  Marín,3,2644198689,﻿nombre..morales..marín0364@udea.edu.co,Ciudad Universitaria
 Diego  Cabrera  Vega,3,2023397260,.diego..cabrera..vega0365@udea.edu.co,Seccional Bajo Cauca
 Juan David  Cordero  Serrano,3,7956821015,.juan.david..cordero..serrano0366@udea.edu.co,Sede Sonsón
 Gabriel  Peralta  León,3,2134840095,.gabriel..peralta..león0367@udea.edu.co,Seccional Magdalena Medio
 Andrés  Lucas  Herrero,3,5144778860,.andrés..lucas..herrero0368@udea.edu.co,Sede Nordeste
 Jennifer  Molina  Romero,3,5219788441,.jennifer..molina..romero0369@udea.edu.co,Seccional Bajo Cauca
 Simón  Iglesias  Ferrer,3,4985390653,.simón..iglesias..ferrer0370@udea.edu.co,Sede Sonsón
 Lucía  Medina  Bravo,3,4994093828,.lucía..medina..bravo0371@udea.edu.co,Sede Nordeste
 Juan  Soler  Hidalgo,3,9461139417,.juan..soler..hidalgo0372@udea.edu.co,Seccional Occidente
 Andrés  Soler  León,3,5093441008,.andrés..soler..león0373@udea.edu.co,Ciudad Universitaria
 Paula  Cervantes  Aguilar,3,5394795587,.paula..cervantes..aguilar0374@udea.edu.co,Seccional Magdalena Medio
 Esteban  Martínez  Rubio,3,7687519823,.esteban..martínez..rubio0375@udea.edu.co,Ciudad Universitaria
 Juliana  Vargas  Molina,3,3602172975,.juliana..vargas..molina0376@udea.edu.co,Seccional Oriente
 Juan  Gutiérrez  Guerra,3,2109370587,.juan..gutiérrez..guerra0377@udea.edu.co,Seccional Suroeste
 Valentina  Cortés  Cordero,3,3231677749,.valentina..cortés..cordero0378@udea.edu.co,Seccional Urabá
 Agustín  Romero  Ríos,3,0589003441,.agustín..romero..ríos0379@udea.edu.co,Sede Norte
 Paula  Cabrera  López,3,7691115579,.paula..cabrera..lópez0380@udea.edu.co,Sede Norte
 Laura  Serrano  Aguilar,3,6840658845,.laura..serrano..aguilar0381@udea.edu.co,Sede Sonsón
 Emma  Garrido  Llorente,3,8239721407,.emma..garrido..llorente0382@udea.edu.co,Seccional Oriente
 Isabella  León  Oliva,3,9736651583,.isabella..león..oliva0383@udea.edu.co,Seccional Oriente
 Catalina  Gutiérrez  Esteban,3,1607328184,.catalina..gutiérrez..esteban0384@udea.edu.co,Sede Norte
﻿Nombre  Pascual  Suárez,3,4819344613,﻿nombre..pascual..suárez0385@udea.edu.co,Seccional Occidente
 Pablo  Santana  Morales,3,2771191236,.pablo..santana..morales0386@udea.edu.co,Seccional Occidente
 Javier  Oliva  García,3,6588174581,.javier..oliva..garcía0387@udea.edu.co,Seccional Bajo Cauca
 María José  Vargas  Abad,3,5893300510,.maría.josé..vargas..abad0388@udea.edu.co,Seccional Oriente
 Tomás  Guerrero  Aguilar,3,9545523084,.tomás..guerrero..aguilar0389@udea.edu.co,Seccional Bajo Cauca
 Carolina  Prieto  Aguilar,4,0580506224,.carolina..prieto..aguilar0390@udea.edu.co,Seccional Bajo Cauca
 Catalina  Carretero  Cordero,4,4510180186,.catalina..carretero..cordero0391@udea.edu.co,Seccional Occidente
 Daniela  Carretero  Hidalgo,4,5405591130,.daniela..carretero..hidalgo0392@udea.edu.co,Seccional Occidente
 María  Ramírez  Nieto,4,2185001430,.maría..ramírez..nieto0393@udea.edu.co,Seccional Oriente
 Mateo  Ruiz  Soto,4,2090892351,.mateo..ruiz..soto0394@udea.edu.co,Seccional Occidente
 Antonella  Serrano  Molina,4,0096486109,.antonella..serrano..molina0395@udea.edu.co,Seccional Oriente
 Juan José  Vidal  Muñoz,4,5429250394,.juan.josé..vidal..muñoz0396@udea.edu.co,Sede Nordeste
 Samantha  Vicente  Nieto,4,1117673680,.samantha..vicente..nieto0397@udea.edu.co,Sede Sonsón
 Manuel  Llorente  López,4,7876916038,.manuel..llorente..lópez0398@udea.edu.co,Sede Norte
 Esteban  Romero  Ortega,4,3064582335,.esteban..romero..ortega0399@udea.edu.co,Seccional Occidente
 Matías  Iglesias  Navarro,4,3460604020,.matías..iglesias..navarro0400@udea.edu.co,Seccional Magdalena Medio
 Victoria  Oliva  González,4,5325313489,.victoria..oliva..gonzález0401@udea.edu.co,Sede Sonsón
 Nicolás  Calvo  Medina,4,3729067654,.nicolás..calvo..medina0402@udea.edu.co,Ciudad Universitaria
 Pablo  Bravo  Ortega,4,2197896199,.pablo..bravo..ortega0403@udea.edu.co,Sede Norte
 Javier  Vargas  Álvarez,4,0018872238,.javier..vargas..álvarez0404@udea.edu.co,Sede Norte
 Tomás  Ferrer  Marín,4,3214726671,.tomás..ferrer..marín0405@udea.edu.co,Seccional Bajo Cauca
﻿Nombre  Gómez  Romero,4,0755325031,﻿nombre..gómez..romero0406@udea.edu.co,Sede Sonsón
 Daniela  Robles  Prieto,4,7759617996,.daniela..robles..prieto0407@udea.edu.co,Seccional Urabá
 Pablo  Sánchez  Gómez,4,2787210921,.pablo..sánchez..gómez0408@udea.edu.co,Seccional Oriente
 Andrés  Gómez  Lucas,4,4588704931,.andrés..gómez..lucas0409@udea.edu.co,Seccional Occidente
 Elena  Soto  Ortega,4,5923935350,.elena..soto..ortega0410@udea.edu.co,Ciudad Universitaria
 Andrea  Luque  Ramírez,4,7267341125,.andrea..luque..ramírez0411@udea.edu.co,Seccional Bajo Cauca
 Victoria  Aguilar  Luque,4,6002354816,.victoria..aguilar..luque0412@udea.edu.co,Ciudad Universitaria
 Diego  Llorente  Robles,4,5636200971,.diego..llorente..robles0413@udea.edu.co,Seccional Bajo Cauca
 Esteban ﻿Apellidos  Gutiérrez,4,9066149202,.esteban.﻿apellidos..gutiérrez0414@udea.edu.co,Seccional Bajo Cauca
 Javier  Ramos  Pastor,4,9869419020,.javier..ramos..pastor0415@udea.edu.co,Seccional Magdalena Medio
 Natalia  Bravo  Martínez,4,8298050800,.natalia..bravo..martínez0416@udea.edu.co,Seccional Suroeste
 Catalina  Santana  Ramos,4,4606828699,.catalina..santana..ramos0417@udea.edu.co,Seccional Bajo Cauca
 Isabella  Muñoz  Herrero,4,2925473217,.isabella..muñoz..herrero0418@udea.edu.co,Seccional Bajo Cauca
 Benjamín  Ochoa  Luque,4,8383396558,.benjamín..ochoa..luque0419@udea.edu.co,Sede Nordeste
 Matías  Gómez  Cordero,4,5084499560,.matías..gómez..cordero0420@udea.edu.co,Seccional Magdalena Medio
 Juan  Cordero  Prieto,4,4370310301,.juan..cordero..prieto0421@udea.edu.co,Seccional Occidente
 Daniela  Carmona  Ríos,4,7295471119,.daniela..carmona..ríos0422@udea.edu.co,Seccional Oriente
 Simón  Ochoa  Carretero,4,2838468334,.simón..ochoa..carretero0423@udea.edu.co,Sede Nordeste
 Nicolás  Gil  Molina,4,2124138355,.nicolás..gil..molina0424@udea.edu.co,Seccional Oriente
 José  Medina  Calvo,4,4193518473,.josé..medina..calvo0425@udea.edu.co,Seccional Oriente
 Gabriel  Cruz  Medina,4,8056461182,.gabriel..cruz..medina0426@udea.edu.co,Ciudad Universitaria
 Felipe  Cabello  Suárez,4,7676156508,.felipe..cabello..suárez0427@udea.edu.co,Seccional Suroeste
 Andrés  Esteban  Alonso,4,8355343550,.andrés..esteban..alonso0428@udea.edu.co,Sede Distrito Minero
 Elena  Medina  Torres,4,8522622692,.elena..medina..torres0429@udea.edu.co,Ciudad Universitaria
 Lucas  Soto  Sánchez,4,4981164854,.lucas..soto..sánchez0430@udea.edu.co,Sede Sonsón
 Emily  Carretero  Blanco,4,3134019665,.emily..carretero..blanco0431@udea.edu.co,Sede Nordeste
 Carlos  Gil  Ramos,4,2331795291,.carlos..gil..ramos0432@udea.edu.co,Seccional Bajo Cauca
 Cristóbal  Peralta  León,4,9682755900,.cristóbal..peralta..león0433@udea.edu.co,Seccional Occidente
 Tomás  Ramírez  Moya,4,3803798820,.tomás..ramírez..moya0434@udea.edu.co,Seccional Urabá
 Ricardo  López  Arias,4,0202089735,.ricardo..lópez..arias0435@udea.edu.co,Sede Sonsón
 Emma  Delgado  Amaya,4,4878834811,.emma..delgado..amaya0436@udea.edu.co,Seccional Urabá
 Emily  Cervantes  Gil,4,1641306065,.emily..cervantes..gil0437@udea.edu.co,Sede Distrito Minero
 Miguel  Cervantes  Ortega,4,6714109608,.miguel..cervantes..ortega0438@udea.edu.co,Sede Distrito Minero
 Alejandro  Cervantes  Ruiz,4,6576156366,.alejandro..cervantes..ruiz0439@udea.edu.co,Sede Sonsón
 Sofía  Peralta  Benítez,4,1566688337,.sofía..peralta..benítez0440@udea.edu.co,Seccional Occidente
 José  Rubio  Castro,4,8087848697,.josé..rubio..castro0441@udea.edu.co,Seccional Urabá
 Daniela  Ferrer  Castro,4,3161263348,.daniela..ferrer..castro0442@udea.edu.co,Seccional Magdalena Medio
 Clara  Varela  Garrido,4,7451564814,.clara..varela..garrido0443@udea.edu.co,Seccional Occidente
 Valentina  Castro  Alonso,4,3450741034,.valentina..castro..alonso0444@udea.edu.co,Sede Distrito Minero
 José  Reyes  Aguilar,4,5788745328,.josé..reyes..aguilar0445@udea.edu.co,Sede Nordeste
 Nicolás  Molina  León,4,9905567064,.nicolás..molina..león0446@udea.edu.co,Seccional Suroeste
 Lucas  Bravo  Carmona,4,2791093712,.lucas..bravo..carmona0447@udea.edu.co,Sede Sonsón
 David  Linares  Bravo,4,5907076360,.david..linares..bravo0448@udea.edu.co,Sede Sonsón
 Andrés  Romero  Molina,4,2377567603,.andrés..romero..molina0449@udea.edu.co,Ciudad Universitaria
 Juan David  Herrera  Delgado,4,9158247612,.juan.david..herrera..delgado0450@udea.edu.co,Seccional Occidente
 Diego  Peralta  Cabrera,4,0063984150,.diego..peralta..cabrera0451@udea.edu.co,Sede Nordeste
 Nicolás  Herrero  Molina,4,2712122970,.nicolás..herrero..molina0452@udea.edu.co,Seccional Suroeste
 Gabriela  Rivas  Ramírez,4,9464871714,.gabriela..rivas..ramírez0453@udea.edu.co,Sede Norte
 Mateo  Correa  Sánchez,4,5793257406,.mateo..correa..sánchez0454@udea.edu.co,Seccional Urabá
 Jimena  García  Casado,4,7844596524,.jimena..garcía..casado0455@udea.edu.co,Seccional Bajo Cauca
 Camila  Mesa  Robles,4,8077313033,.camila..mesa..robles0456@udea.edu.co,Sede Sonsón
 Matías  Gallego  Gallego,4,3604742609,.matías..gallego..gallego0457@udea.edu.co,Sede Norte
 Gabriela  Fernández  Pérez,4,5142185746,.gabriela..fernández..pérez0458@udea.edu.co,Seccional Oriente
 Carolina  Ferrer  Ramírez,4,0921924997,.carolina..ferrer..ramírez0459@udea.edu.co,Seccional Suroeste
 Tomás  Castro  Rivas,4,7128326448,.tomás..castro..rivas0460@udea.edu.co,Sede Norte
 Benjamín  Mesa ﻿Apellidos,4,1945021212,.benjamín..mesa.﻿apellidos0461@udea.edu.co,Seccional Magdalena Medio
 Andrea  Guerrero  Torres,4,6087463354,.andrea..guerrero..torres0462@udea.edu.co,Seccional Urabá
 Camila  Guerra  Gil,4,3289639662,.camila..guerra..gil0463@udea.edu.co,Sede Norte
 Andrea  Molina  Soto,4,2091563129,.andrea..molina..soto0464@udea.edu.co,Ciudad Universitaria
 Juan José  Soto  Guerrero,4,0557549657,.juan.josé..soto..guerrero0465@udea.edu.co,Seccional Suroeste
 Mauricio  Muñoz  Ortiz,4,6226509317,.mauricio..muñoz..ortiz0466@udea.edu.co,Sede Norte
 Juan David  Rubio  Vázquez,4,8354895049,.juan.david..rubio..vázquez0467@udea.edu.co,Seccional Magdalena Medio
 Antonia  Álvarez  González,4,9299649105,.antonia..álvarez..gonzález0468@udea.edu.co,Seccional Occidente
 Elizabeth  Correa  Gutiérrez,4,8798573639,.elizabeth..correa..gutiérrez0469@udea.edu.co,Ciudad Universitaria
 Jennifer  Calvo  Casado,4,4848505101,.jennifer..calvo..casado0470@udea.edu.co,Sede Distrito Minero
 Lucía  Herrera  Linares,4,9243118615,.lucía..herrera..linares0471@udea.edu.co,Sede Distrito Minero
﻿Nombre  Vidal  Díaz,4,2735786560,﻿nombre..vidal..díaz0472@udea.edu.co,Seccional Oriente
 Daniela  Prieto  Vargas,4,6262301047,.daniela..prieto..vargas0473@udea.edu.co,Sede Norte
 Mauricio  Ruiz  Herrero,4,1872913298,.mauricio..ruiz..herrero0474@udea.edu.co,Seccional Urabá
 Nicolás  Ortega  Calvo,4,2322475501,.nicolás..ortega..calvo0475@udea.edu.co,Seccional Magdalena Medio
 Sebastián  López  Ortiz,4,4930229763,.sebastián..lópez..ortiz0476@udea.edu.co,Sede Sonsón
 Alejandra  Vega  Molina,4,7374760561,.alejandra..vega..molina0477@udea.edu.co,Sede Norte
 Antonia  Delgado  Oliva,4,4459289090,.antonia..delgado..oliva0478@udea.edu.co,Seccional Bajo Cauca
 Daniela  Molina  López,4,6771497706,.daniela..molina..lópez0479@udea.edu.co,Sede Sonsón
 Antonia  Medina  González,4,1146717374,.antonia..medina..gonzález0480@udea.edu.co,Sede Norte
 Andrés  Robles  Moreno,4,5348478855,.andrés..robles..moreno0481@udea.edu.co,Seccional Magdalena Medio
 Juan David  Ortega  Luque,4,4322165358,.juan.david..ortega..luque0482@udea.edu.co,Sede Nordeste
 Valentina  Molina  Santana,4,2878784724,.valentina..molina..santana0483@udea.edu.co,Seccional Oriente
 Ángel  Linares  Lucas,4,8418296548,.ángel..linares..lucas0484@udea.edu.co,Sede Sonsón
 Daniela  Rivas  Álvarez,4,7214325723,.daniela..rivas..álvarez0485@udea.edu.co,Seccional Urabá
 Alejandro  Vázquez  Suárez,4,9364432326,.alejandro..vázquez..suárez0486@udea.edu.co,Sede Distrito Minero
 Isabella  Ruiz  Reyes,4,3743579240,.isabella..ruiz..reyes0487@udea.edu.co,Seccional Urabá
 Mauricio  Carmona  Ramírez,4,8433089219,.mauricio..carmona..ramírez0488@udea.edu.co,Sede Norte
 Santiago  González  Calvo,4,2442047394,.santiago..gonzález..calvo0489@udea.edu.co,Sede Sonsón
 María  Benítez  García,4,7633739735,.maría..benítez..garcía0490@udea.edu.co,Seccional Suroeste
 Carlos  Navarro  González,4,2279204038,.carlos..navarro..gonzález0491@udea.edu.co,Sede Sonsón
 Alejandro  Vidal  González,4,1710808791,.alejandro..vidal..gonzález0492@udea.edu.co,Sede Nordeste
 Daniela  Cabrera  Guerrero,4,8124725822,.daniela..cabrera..guerrero0493@udea.edu.co,Seccional Suroeste
 Matías  Cabello  Morales,4,5640926644,.matías..cabello..morales0494@udea.edu.co,Sede Nordeste
 Daniela  Molina  Llorente,4,8906345270,.daniela..molina..llorente0495@udea.edu.co,Seccional Magdalena Medio
﻿Nombre  González  Guerra,4,4579636253,﻿nombre..gonzález..guerra0496@udea.edu.co,Seccional Urabá
 Eduardo  Reyes  Medina,4,9582076549,.eduardo..reyes..medina0497@udea.edu.co,Ciudad Universitaria
 Cristóbal  Bravo  Martínez,4,1284525495,.cristóbal..bravo..martínez0498@udea.edu.co,Sede Norte
 María  Bravo  Cabrera,4,5539506266,.maría..bravo..cabrera0499@udea.edu.co,Sede Nordeste
 Alexander  Rodríguez  Santana,5,7785040740,.alexander..rodríguez..santana0500@udea.edu.co,Seccional Oriente
 María José  Hidalgo  Ortega,5,4190830563,.maría.josé..hidalgo..ortega0501@udea.edu.co,Seccional Oriente
